,Adview
1701,2159.4485
1702,867.0615
1703,1773.6298
1704,978.3411
1705,2255.5369
1706,2330.976
1707,1405.5979
1708,1225.6185
1709,2140.1008
1710,1215.5153
1711,2125.8987
1712,2369.9722
1713,2186.647
1714,1958.7944
1715,1990.6202
1716,1270.3988
1717,1661.8363
1718,2152.013
1719,2506.1765
1720,1657.3907
1721,2124.6838
1722,1558.0421
1723,1670.7653
1724,2102.5283
1725,2114.9204
1726,646.48413
1727,2023.5535
1728,2146.0383
1729,1761.9517
1730,1769.6094
1731,1925.7112
1732,2059.908
1733,1666.4819
1734,1810.0934
1735,1268.5992
1736,1884.9031
1737,2172.115
1738,2331.2495
1739,1879.7852
1740,2228.7861
1741,1115.7213
1742,2052.2566
1743,1930.6033
1744,2110.0137
1745,1474.875
1746,1975.5243
1747,1303.0968
1748,1093.5576
1749,2020.142
1750,1676.923
1751,2416.5913
1752,1777.0319
1753,1219.566
1754,2089.7417
1755,1799.1455
1756,2440.7354
1757,1247.4653
1758,1981.4689
1759,1323.4475
1760,2193.639
1761,1605.1824
1762,2169.58
1763,1736.0588
1764,2482.0164
1765,2204.7927
1766,1755.8154
1767,2278.0007
1768,1610.6764
1769,1457.6528
1770,1444.881
1771,2054.6155
1772,2149.8418
1773,2067.3616
1774,1299.2485
1775,2375.5579
1776,1558.5833
1777,2263.8894
1778,1360.8635
1779,2158.8875
1780,1852.4329
1781,1502.7292
1782,1046.0654
1783,2469.6672
1784,1773.8851
1785,2133.6873
1786,2410.2366
1787,1767.9315
1788,2117.9524
1789,1747.9576
1790,2113.2502
1791,2260.748
1792,2019.9318
1793,1796.8755
1794,1512.2002
1795,1553.5032
1796,1824.2646
1797,1423.2773
1798,1659.435
1799,1803.6733
1800,2020.1426
1801,1532.273
1802,2267.1938
1803,1377.6365
1804,1983.691
1805,869.7473
1806,2518.1628
1807,2151.564
1808,1302.405
1809,2441.9106
1810,1956.8345
1811,2313.0095
1812,1739.4456
1813,1599.9348
1814,2262.5344
1815,2048.6147
1816,1796.332
1817,1900.3822
1818,1174.1685
1819,2444.7874
1820,1563.2522
1821,2181.6519
1822,1892.5608
1823,2230.356
1824,2410.1882
1825,1718.4271
1826,1323.9272
1827,2297.4688
1828,1161.0879
1829,2462.569
1830,2027.1553
1831,1148.2911
1832,1461.4391
1833,1940.0685
1834,2150.972
1835,2185.961
1836,1948.9539
1837,860.77545
1838,1931.6
1839,2074.653
1840,1559.9236
1841,1668.5143
1842,1938.7839
1843,1587.7424
1844,2030.0588
1845,1760.5557
1846,1545.1108
1847,1529.2211
1848,1367.2677
1849,2117.4773
1850,2106.2146
1851,1838.9352
1852,2354.6694
1853,1930.7386
1854,1270.2239
1855,2057.1707
1856,1281.0133
1857,1461.6544
1858,1242.1498
1859,1112.5245
1860,1299.3744
1861,1972.991
1862,1303.7134
1863,1816.2996
1864,1107.7115
1865,2083.0383
1866,2135.3862
1867,1167.1127
1868,2090.9165
1869,1620.8392
1870,2089.459
1871,2155.6138
1872,1595.2114
1873,1678.6273
1874,1895.1478
1875,2118.2969
1876,1715.4786
1877,1498.9349
1878,2050.5303
1879,1653.8983
1880,398.2001
1881,1683.2183
1882,1408.5612
1883,2049.6973
1884,1587.1704
1885,2133.919
1886,1857.2517
1887,2132.9868
1888,2151.6602
1889,1849.9054
1890,1746.6282
1891,1311.0166
1892,1986.0247
1893,1606.8857
1894,2075.004
1895,1146.2764
1896,1317.9509
1897,2341.3008
1898,1840.8542
1899,1499.2615
1900,1198.7832
1901,1489.3104
1902,1966.3888
1903,2202.8892
1904,1959.187
1905,2361.5608
1906,2193.137
1907,2064.742
1908,2328.827
1909,575.7872
1910,2178.3276
1911,2168.2815
1912,1746.3528
1913,2065.5457
1914,1900.4146
1915,2153.6897
1916,1755.6173
1917,1703.9575
1918,2215.243
1919,2039.0383
1920,1790.9009
1921,1587.9401
1922,2129.527
1923,1284.3997
1924,1606.2479
1925,2442.1445
1926,1977.5327
1927,1152.3029
1928,2229.1846
1929,1427.3354
1930,2214.475
1931,835.1617
1932,1907.2516
1933,1617.0461
1934,2159.2183
1935,1354.0096
1936,1504.8539
1937,2503.3708
1938,2343.6555
1939,2055.3164
1940,2212.935
1941,2283.4258
1942,2107.3486
1943,1917.5184
1944,2097.9954
1945,1746.638
1946,2114.242
1947,1648.3304
1948,2449.5437
1949,2112.4739
1950,1867.2805
1951,2415.6274
1952,2266.902
1953,1489.8225
1954,1696.4343
1955,2017.3997
1956,2098.8428
1957,1896.7899
1958,2030.9783
1959,1527.3232
1960,1696.2042
1961,2170.7793
1962,1799.2262
1963,1687.096
1964,2084.6316
1965,1642.0009
1966,1545.7463
1967,1227.7114
1968,1405.954
1969,1870.3114
1970,2163.0857
1971,1408.598
1972,1408.1876
1973,1641.5157
1974,1582.6261
1975,2233.1978
1976,1558.5333
1977,1583.3931
1978,1458.7666
1979,2244.0288
1980,2613.3386
1981,1806.3726
1982,2224.8533
1983,1766.9952
1984,1577.3307
1985,1928.0522
1986,1526.4508
1987,1984.6278
1988,1395.9098
1989,1170.5582
1990,1560.5728
1991,2001.3376
1992,1214.2913
1993,2012.2892
1994,1985.5724
1995,2111.5818
1996,2241.8613
1997,1343.4609
1998,1345.6766
1999,2145.7537
2000,2065.4756
2001,1691.2601
2002,2173.39
2003,2047.0062
2004,1808.5864
2005,2152.55
2006,1918.3173
2007,1091.5602
2008,1890.3809
2009,1896.0819
2010,1328.1732
2011,2085.0693
2012,1879.3301
2013,1251.1323
2014,2089.3184
2015,1973.508
2016,2178.4612
2017,2476.757
2018,1757.3774
2019,2553.759
2020,2109.1926
2021,1548.3081
2022,1217.7059
2023,1873.4379
2024,1165.5645
2025,1345.3887
2026,2029.0029
2027,2399.4824
2028,1703.8612
2029,1383.7266
2030,2277.057
2031,1610.7065
2032,1565.7856
2033,1687.264
2034,1422.4263
2035,2310.4543
2036,1798.6104
2037,1229.8976
2038,1166.6744
2039,2225.5142
2040,2080.235
2041,1271.0035
2042,1476.6687
2043,570.24347
2044,1156.403
2045,1456.9678
2046,1302.5375
2047,2233.5117
2048,1498.5696
2049,2185.2546
2050,1401.3802
2051,2260.7786
2052,1958.1265
2053,1605.537
2054,2139.5059
2055,1643.8502
2056,2019.9592
2057,1547.4913
2058,1340.8037
2059,1327.6163
2060,2197.9456
2061,909.0597
2062,1534.8317
2063,1663.7142
2064,2236.8604
2065,1459.8964
2066,2140.0864
2067,2354.8306
2068,1431.4122
2069,1736.231
2070,2012.0502
2071,2154.1035
2072,1931.2765
2073,2189.1553
2074,1690.1798
2075,2169.6292
2076,1602.9269
2077,2008.5852
2078,2271.7747
2079,1937.133
2080,1279.2273
2081,1635.5591
2082,1285.4604
2083,1864.5042
2084,2043.0425
2085,1997.8969
2086,2042.5367
2087,1726.6449
2088,1267.4624
2089,1663.0142
2090,1298.1073
2091,1489.2347
2092,2392.5244
2093,2229.77
2094,1443.0869
2095,2141.082
2096,1957.486
2097,1886.0681
2098,1502.7092
2099,1120.5388
2100,2242.3982
2101,2010.0944
2102,1873.3535
2103,2345.6477
2104,1096.1053
2105,2251.0698
2106,1362.504
2107,1277.9321
2108,1696.9398
2109,1652.4652
2110,1581.7825
2111,1513.0753
2112,1980.7769
2113,2115.6638
2114,1657.5792
2115,2507.2754
2116,2187.673
2117,1218.8151
2118,1703.3453
2119,1447.8414
2120,1966.1415
2121,2088.2004
2122,931.50226
2123,694.79675
2124,1449.0775
2125,2318.1738
2126,1803.5515
2127,1506.2759
2128,1910.2811
2129,1866.7122
2130,1406.9181
2131,1661.6458
2132,2164.7437
2133,2159.989
2134,1892.874
2135,1348.2609
2136,1722.5475
2137,642.106
2138,1114.4308
2139,1496.3086
2140,1660.626
2141,1936.7856
2142,1301.3344
2143,2196.8203
2144,1839.8754
2145,2060.0696
2146,1357.0955
2147,1632.5884
2148,1789.309
2149,2244.5703
2150,2106.0994
2151,1108.9437
2152,1974.8676
2153,1452.6349
2154,1536.5842
2155,1598.1345
2156,2257.3438
2157,645.01886
2158,2211.9197
2159,1988.9987
2160,1539.6035
2161,2024.0092
2162,2163.0908
2163,2044.8871
2164,2244.0938
2165,1498.3833
2166,1431.835
2167,2115.0603
2168,2221.905
2169,1506.5706
2170,2007.6918
2171,1502.706
2172,1336.9685
2173,2110.77
2174,683.1487
2175,1841.5664
2176,1928.6482
2177,1872.0497
2178,1762.958
2179,1915.5201
2180,1782.9899
2181,2241.011
2182,2350.3801
2183,1945.6018
2184,1624.4404
2185,2050.11
2186,2232.094
2187,1104.3936
2188,1435.4504
2189,1316.8977
2190,2112.3606
2191,1851.0381
2192,888.37115
2193,2727.7104
2194,2019.6631
2195,2271.3894
2196,1571.9156
2197,1981.8146
2198,1284.7826
2199,1505.7046
2200,1007.9584
2201,2162.5303
2202,2102.167
2203,2073.0068
2204,2031.5459
2205,1721.5121
2206,1891.8867
2207,1069.8954
2208,2179.5068
2209,2086.738
2210,2241.4128
2211,1567.945
2212,2068.5
2213,1190.7057
2214,2230.5942
2215,1969.7621
2216,2113.6787
2217,1527.7563
2218,2115.9248
2219,1922.439
2220,1363.8698
2221,2002.7256
2222,2383.2034
2223,1900.3258
2224,2350.723
2225,2021.4735
2226,1515.0602
2227,1989.5128
2228,2120.9937
2229,2301.1128
2230,2456.821
2231,1539.1769
2232,1555.9971
2233,1378.4052
2234,2074.7834
2235,1660.821
2236,1952.0162
2237,2265.4458
2238,2118.229
2239,1674.0735
2240,1233.4417
2241,2112.012
2242,1129.263
2243,1932.9528
2244,1540.4852
2245,2094.1643
2246,2181.5134
2247,1497.9006
2248,1562.8407
2249,1700.4135
2250,1926.0918
2251,2016.9022
2252,2062.987
2253,2217.7642
2254,1553.7931
2255,2078.8264
2256,2029.6511
2257,2631.9658
2258,1471.5448
2259,2181.705
2260,1772.5557
2261,1389.9838
2262,2185.4092
2263,2081.4797
2264,1794.711
2265,1478.2878
2266,1735.2123
2267,2196.7195
2268,2323.1733
2269,2079.4456
2270,2057.9832
2271,1345.4662
2272,2140.2705
2273,1711.6948
2274,1238.973
2275,1715.1172
2276,1956.7701
2277,1265.9872
2278,2155.098
2279,255.79839
2280,1232.9988
2281,1676.208
2282,1691.9581
2283,700.38617
2284,1910.7175
2285,1983.5817
2286,2237.0693
2287,1833.1788
2288,1881.9329
2289,2220.9146
2290,1259.4624
2291,2343.6562
2292,2133.3628
2293,1955.0409
2294,1595.6475
2295,1982.7273
2296,1952.701
2297,1455.3403
2298,1333.4355
2299,27.015812
2300,1905.3616
2301,1928.064
2302,812.29236
2303,1044.536
2304,2393.8347
2305,2503.7896
2306,2234.4268
2307,1456.0206
2308,2150.5522
2309,1944.9935
2310,1931.6963
2311,2073.0808
2312,2030.193
2313,2024.1917
2314,2087.9668
2315,1664.5897
2316,2612.7988
2317,1836.8179
2318,1332.7279
2319,1833.6725
2320,1683.9579
2321,1381.8368
2322,1823.2465
2323,1635.0403
2324,1745.5175
2325,1431.644
2326,1984.0824
2327,1960.325
2328,1653.1193
2329,2024.5037
2330,2181.3184
2331,1874.3287
2332,1662.0455
2333,2449.5837
2334,1933.0889
2335,2074.5476
2336,731.79517
2337,2011.2842
2338,1784.3987
2339,2431.967
2340,1127.8523
2341,2302.4658
2342,2165.1094
2343,1915.1047
2344,1133.5382
2345,2279.9268
2346,1687.7604
2347,2246.6091
2348,2201.3623
2349,1613.9689
2350,1987.4843
2351,1983.8335
2352,2080.004
2353,2071.3965
2354,1479.3235
2355,1269.4739
2356,1448.5388
2357,1585.0942
2358,1853.286
2359,2047.7524
2360,811.9983
2361,1410.261
2362,1420.2616
2363,1209.9014
2364,1103.9274
2365,1731.7487
2366,1576.0905
2367,1317.7289
2368,2197.456
2369,1135.6887
2370,1551.1958
2371,2103.5076
2372,1900.033
2373,1862.0648
2374,1348.5688
2375,1058.2288
2376,920.60065
2377,2043.1727
2378,2407.1948
2379,2277.352
2380,1945.092
2381,2164.1807
2382,1536.2666
2383,1983.1946
2384,1584.8289
2385,2009.2367
2386,2177.3538
2387,1921.9034
2388,1798.1991
2389,1870.9032
2390,1858.5216
2391,1800.9578
2392,1421.0914
2393,954.6307
2394,2211.6372
2395,2044.8759
2396,2137.267
2397,2123.0889
2398,1096.5673
2399,2143.7659
2400,2395.1294
2401,2121.1877
2402,2147.7896
2403,2318.0693
2404,2301.4734
2405,1773.569
2406,2213.6448
2407,1847.5138
2408,1673.0634
2409,1224.3037
2410,2165.1768
2411,1878.6584
2412,1998.4756
2413,1979.0433
2414,1927.3033
2415,1952.0892
2416,1624.4926
2417,2067.8347
2418,1164.4202
2419,1491.854
2420,1850.1155
2421,2382.1375
2422,1681.8254
2423,2005.0157
2424,2169.3247
2425,2190.655
2426,1033.5157
2427,1854.7355
2428,1060.9406
2429,2552.5752
2430,2030.8236
2431,974.48083
2432,2355.5078
2433,2271.9038
2434,2198.4072
2435,2099.3147
2436,1521.4465
2437,1374.4414
2438,1405.9629
2439,1292.2649
2440,2108.9827
2441,2127.6938
2442,2216.9866
2443,1372.4832
2444,1573.8369
2445,2164.3513
2446,1740.5321
2447,2009.6327
2448,1661.0646
2449,1120.3573
2450,2076.5222
2451,2104.0754
2452,2125.1091
2453,998.20276
2454,1515.8597
2455,2154.9614
2456,2379.355
2457,1998.2448
2458,1914.717
2459,2307.762
2460,1352.9891
2461,1790.2029
2462,944.6224
2463,2225.621
2464,2188.186
2465,1684.6078
2466,2145.6704
2467,2398.5535
2468,2140.9216
2469,1385.8962
2470,1093.3999
2471,1766.8473
2472,2411.4465
2473,1439.0979
2474,2070.7327
2475,1822.0693
2476,1434.161
2477,1712.866
2478,1397.378
2479,1174.9958
2480,1563.0736
2481,2421.6182
2482,1496.3855
2483,1937.091
2484,1382.5935
2485,2194.422
2486,1848.1041
2487,1608.07
2488,1346.5154
2489,1298.6555
2490,1660.4594
2491,2125.3862
2492,1351.2931
2493,1779.8522
2494,948.765
2495,1388.8767
2496,1757.5654
2497,1360.2584
2498,1599.8472
2499,2210.3499
2500,2383.9072
2501,1732.9863
2502,1795.6647
2503,2196.3538
2504,1302.4755
2505,1730.8114
2506,2065.7856
2507,1873.0675
2508,1980.1874
2509,1400.6782
2510,2166.6318
2511,1414.8599
2512,1855.2747
2513,958.4705
2514,1984.778
2515,2115.9622
2516,2051.8884
2517,1849.9417
2518,1707.6964
2519,1844.9878
2520,1414.1249
2521,1771.1785
2522,2092.7158
2523,1513.0354
2524,1488.8398
2525,2118.177
2526,2103.128
2527,2064.3938
2528,1397.7214
2529,1982.2979
2530,3197.7856
2531,1632.956
2532,1965.1605
2533,1711.3647
2534,1732.5331
2535,1926.0662
2536,2097.3604
2537,1711.3745
2538,2251.4927
2539,1497.3435
2540,1404.7085
2541,2178.6577
2542,2073.223
2543,751.01953
2544,1245.2627
2545,1892.6714
2546,1844.687
2547,1399.6777
2548,2003.8395
2549,1944.4197
2550,2197.036
2551,1997.6196
2552,2126.2007
2553,2165.3965
2554,1611.5281
2555,2249.5244
2556,2337.5266
2557,2066.2554
2558,1809.8654
2559,2275.0015
2560,2111.1511
2561,1482.65
2562,1866.1736
2563,1995.2421
2564,1990.6259
2565,1165.4207
2566,2203.2236
2567,1298.2694
2568,1836.1226
2569,1362.255
2570,1948.1049
2571,2164.6206
2572,1927.11
2573,2084.5886
2574,2143.5837
2575,1846.6921
2576,1376.1752
2577,2662.7295
2578,2267.5317
2579,2124.5906
2580,1968.7489
2581,1367.4028
2582,1401.2131
2583,1874.6471
2584,1838.4414
2585,1609.9163
2586,2004.6658
2587,1565.3737
2588,1660.2195
2589,1921.6722
2590,2480.866
2591,2004.3383
2592,1693.4653
2593,2188.1877
2594,1615.6665
2595,2451.6792
2596,2176.7146
2597,2079.3523
2598,628.0574
2599,1246.5743
2600,1842.8483
2601,1878.4235
2602,2026.5953
2603,1866.6577
2604,2112.4504
2605,1386.5643
2606,1571.1428
2607,1820.03
2608,1302.571
2609,2132.797
2610,1600.7427
2611,1981.7865
2612,2014.1938
2613,2129.5146
2614,1990.1245
2615,1824.3541
2616,1956.7251
2617,2507.3872
2618,2084.452
2619,1495.7816
2620,2027.4283
2621,1969.2893
2622,1721.3955
2623,1737.3496
2624,1451.3553
2625,2312.3555
2626,796.05237
2627,1406.0773
2628,1860.0902
2629,1740.648
2630,2160.45
2631,2182.7832
2632,1679.44
2633,1915.6875
2634,2169.3938
2635,2157.0493
2636,1740.1791
2637,2006.191
2638,1960.7426
2639,1359.9546
2640,1507.3545
2641,1843.515
2642,1366.9193
2643,1898.9435
2644,1904.2152
2645,1682.7069
2646,1914.4331
2647,1891.9766
2648,1541.3013
2649,1842.2129
2650,2041.8307
2651,1865.9541
2652,2203.143
2653,2196.5295
2654,1330.6431
2655,1433.9166
2656,1298.2738
2657,1926.2744
2658,1687.5576
2659,1954.9396
2660,1473.086
2661,1500.2593
2662,1851.2672
2663,2082.099
2664,1575.4811
2665,1779.788
2666,1568.5857
2667,2177.9263
2668,27.015812
2669,2085.164
2670,2396.479
2671,1998.4978
2672,2103.6294
2673,2472.5896
2674,2405.2185
2675,2010.5148
2676,1398.2523
2677,2192.7336
2678,1439.6145
2679,2137.9658
2680,2104.3818
2681,2198.0127
2682,1923.4962
2683,1145.9818
2684,2056.5315
2685,1638.1759
2686,1836.4205
2687,1389.81
2688,1349.4331
2689,2158.7754
2690,2043.9152
2691,2343.4333
2692,2116.335
2693,2358.0452
2694,1507.9971
2695,1948.3812
2696,1520.8026
2697,1422.7319
2698,2131.799
2699,1906.1217
2700,2111.1223
2701,2092.861
2702,1669.8003
2703,2402.613
2704,1640.1964
2705,2200.9478
2706,2126.7014
2707,2052.7815
2708,1949.3373
2709,2301.4148
2710,2097.7358
2711,1293.0576
2712,1454.3665
2713,1354.8115
2714,2148.945
2715,1673.9003
2716,2001.1215
2717,1965.4194
2718,2159.3032
2719,1620.0007
2720,1949.1755
2721,2348.5369
2722,2237.493
2723,1226.1371
2724,2130.2437
2725,1418.5286
2726,1187.1194
2727,2238.409
2728,1929.0552
2729,1785.0756
2730,1513.6998
2731,1506.0123
2732,2148.2854
2733,2100.67
2734,2143.2673
2735,2159.693
2736,1369.4076
2737,2108.4873
2738,2106.9363
2739,1912.7372
2740,1254.7493
2741,1929.502
2742,1644.4237
2743,2221.1719
2744,1446.9893
2745,1676.884
2746,1308.9692
2747,1097.9928
2748,2158.085
2749,1339.0369
2750,1358.0813
2751,1681.1238
2752,1611.3148
2753,1964.4468
2754,1929.339
2755,1955.9907
2756,2159.5024
2757,2369.7874
2758,1869.2366
2759,2240.5413
2760,1718.3325
2761,2334.9888
2762,1884.1614
2763,2369.6414
2764,2229.7158
2765,1935.227
2766,1569.6504
2767,2025.257
2768,2102.1917
2769,1277.5526
2770,1938.0737
2771,1857.8086
2772,1755.872
2773,2227.4558
2774,1578.089
2775,1725.4077
2776,1670.215
2777,1773.5963
2778,2273.2473
2779,1556.6505
2780,2141.3362
2781,926.0341
2782,1973.9177
2783,2260.3289
2784,1830.0619
2785,2038.2041
2786,1561.2236
2787,1022.0027
2788,2191.4426
2789,1812.0824
2790,2165.0032
2791,1409.4089
2792,2525.2556
2793,2056.2915
2794,2053.9482
2795,1693.1569
2796,1629.3054
2797,1126.2408
2798,1989.1237
2799,2223.5005
2800,2510.7178
2801,2127.0974
2802,1965.8746
2803,1793.8223
2804,1533.2405
2805,1770.2565
2806,1544.972
2807,1541.8795
2808,2082.3438
2809,2100.0127
2810,1470.2733
2811,1940.964
2812,1619.2114
2813,2098.7783
2814,2151.32
2815,2126.266
2816,1366.0526
2817,1684.4807
2818,1328.6593
2819,2019.3995
2820,2030.9308
2821,2039.0284
2822,1656.073
2823,1215.0326
2824,2109.9565
2825,2095.4968
2826,1559.4642
2827,1403.6152
2828,2752.7131
2829,2184.6707
2830,1693.4928
2831,1020.24
2832,1830.1727
2833,1242.7386
2834,2102.6956
2835,1397.4803
2836,1907.0931
2837,1454.805
2838,1407.8892
2839,1447.2986
2840,1246.168
2841,1361.0712
2842,2313.4626
2843,2074.181
2844,1803.7831
2845,1656.1086
2846,1983.5051
2847,1406.2833
2848,1111.2279
2849,2046.6132
2850,1491.1747
2851,1364.0665
2852,2004.7163
2853,1684.1132
2854,2179.9014
2855,2027.9102
2856,2066.7617
2857,1322.7614
2858,2219.1865
2859,1953.1078
2860,2221.5557
2861,1576.485
2862,2289.0806
2863,2514.1377
2864,2089.9546
2865,2261.2666
2866,2400.7925
2867,1758.6721
2868,1896.5035
2869,2021.3821
2870,2210.5217
2871,1984.1453
2872,1807.0385
2873,1519.0471
2874,1584.7365
2875,2158.1016
2876,1992.9937
2877,1859.1028
2878,2333.1982
2879,2128.2295
2880,1970.9939
2881,1209.5298
2882,1624.1798
2883,2263.2654
2884,2442.7932
2885,2148.2732
2886,1571.9163
2887,2515.853
2888,1621.8696
2889,1845.1686
2890,1836.9065
2891,1379.6741
2892,2445.499
2893,2460.2554
2894,2029.8047
2895,1508.4075
2896,2422.951
2897,2161.7986
2898,1539.755
2899,1839.1422
2900,2240.1677
2901,1775.3389
2902,1844.0043
2903,1681.6759
2904,2133.0017
2905,2125.6138
2906,2046.6155
2907,2283.3606
2908,1389.4521
2909,1454.0244
2910,1170.4192
2911,712.4565
2912,2018.3768
2913,2170.218
2914,2095.9897
2915,2504.5703
2916,1142.6068
2917,2020.7227
2918,1895.3804
2919,2604.2134
2920,1968.1632
2921,2056.871
2922,1343.697
2923,1755.1157
2924,2221.333
2925,2399.049
2926,2078.4575
2927,1603.6146
2928,1316.5842
2929,1797.2717
2930,2012.8234
2931,2345.419
2932,1548.3593
2933,1395.7529
2934,2340.416
2935,1311.508
2936,1908.0189
2937,2031.8434
2938,864.21246
2939,1378.8123
2940,1461.6467
2941,1894.5753
2942,1244.0798
2943,1898.8557
2944,1586.7623
2945,2032.5924
2946,1722.1512
2947,2077.9504
2948,2162.1787
2949,1434.8907
2950,705.66797
2951,1477.3597
2952,1660.9171
2953,1767.8469
2954,2501.0427
2955,2252.6343
2956,2178.9668
2957,2433.6653
2958,626.43384
2959,2059.7417
2960,1851.3511
2961,2069.5193
2962,2378.1501
2963,1692.5068
2964,2467.0215
2965,1243.3684
2966,2069.3474
2967,1119.3438
2968,2006.1733
2969,1819.2223
2970,1981.7806
2971,2040.0382
2972,1606.4108
2973,1801.1753
2974,1243.9366
2975,2156.8318
2976,1563.8466
2977,1706.8628
2978,1193.3275
2979,1945.8839
2980,1353.1844
2981,2311.0369
2982,83.45164
2983,1230.6503
2984,2090.401
2985,1292.2563
2986,1481.2769
2987,2476.9453
2988,1370.0061
2989,1543.077
2990,1551.1755
2991,1065.6165
2992,2061.3591
2993,1613.2201
2994,1319.7261
2995,1931.054
2996,2056.299
2997,1919.1549
2998,1660.5399
2999,2383.2463
3000,1920.2303
3001,1841.7355
3002,1170.9347
3003,2267.2727
3004,2108.22
3005,1825.3119
3006,2007.2684
3007,2307.4473
3008,2495.576
3009,1727.795
3010,2180.7122
3011,1954.345
3012,2115.789
3013,1743.9633
3014,1650.5809
3015,1895.8729
3016,1618.9663
3017,2181.9133
3018,2130.9146
3019,1967.758
3020,1974.6079
3021,1925.0172
3022,1928.2775
3023,1908.2183
3024,1534.872
3025,2121.039
3026,1350.855
3027,2010.1711
3028,1971.106
3029,1642.4023
3030,1157.8038
3031,2124.277
3032,2275.566
3033,2047.548
3034,1627.7206
3035,1066.3705
3036,1648.4331
3037,1501.7881
3038,1900.702
3039,2135.4404
3040,1850.7882
3041,1547.3147
3042,1739.1641
3043,1861.2725
3044,1879.4751
3045,1518.962
3046,2180.1006
3047,2212.1023
3048,1982.633
3049,1861.7115
3050,1558.416
3051,1834.8555
3052,1764.0413
3053,1748.1016
3054,1713.9434
3055,2480.9963
3056,1841.7476
3057,1938.3297
3058,1416.9523
3059,1218.8877
3060,1926.8958
3061,2239.6313
3062,1589.7267
3063,1288.2657
3064,2389.9312
3065,1363.889
3066,2449.5525
3067,1805.1062
3068,2114.851
3069,1238.9623
3070,786.91595
3071,1506.2949
3072,1122.1205
3073,2366.7805
3074,1349.9873
3075,1554.2932
3076,2179.7944
3077,1209.011
3078,851.1051
3079,1171.2017
3080,2280.6182
3081,2212.1865
3082,2115.1956
3083,1576.0707
3084,1251.9412
3085,2306.6213
3086,2152.377
3087,2265.6018
3088,1034.1333
3089,2217.075
3090,1480.3784
3091,1259.301
3092,1798.3043
3093,1347.0083
3094,816.1902
3095,2012.5988
3096,1234.098
3097,1979.3905
3098,2152.5645
3099,2063.5625
3100,2314.8335
3101,2149.8408
3102,2057.9724
3103,1795.4678
3104,1713.3743
3105,1415.6858
3106,2122.742
3107,2136.212
3108,2169.0703
3109,1766.2156
3110,2201.7307
3111,2137.9639
3112,1415.1348
3113,2104.6194
3114,2176.9028
3115,2389.2295
3116,1896.5461
3117,1638.6329
3118,2384.8562
3119,1848.726
3120,1187.4564
3121,1697.7915
3122,1770.2494
3123,1647.8287
3124,1393.3551
3125,1969.0278
3126,2273.9817
3127,1966.7113
3128,1416.2653
3129,2254.608
3130,1529.0535
3131,1479.0208
3132,2202.8103
3133,2145.0063
3134,1492.5433
3135,1914.5223
3136,2158.9417
3137,2289.909
3138,1529.2352
3139,1631.1879
3140,1471.6006
3141,2158.439
3142,1787.917
3143,1999.8818
3144,865.39453
3145,2131.2227
3146,2118.7844
3147,1629.6056
3148,2160.283
3149,1400.1669
3150,1628.4293
3151,2000.374
3152,1899.3035
3153,1711.9294
3154,2110.1816
3155,2063.5874
3156,1247.4352
3157,2368.742
3158,703.96027
3159,2146.853
3160,1678.4537
3161,1389.5842
3162,1433.6348
3163,1489.8947
3164,1957.5735
3165,1671.8236
3166,2047.3579
3167,2387.6118
3168,1649.2021
3169,1826.0079
3170,1961.31
3171,1665.5332
3172,1045.6104
3173,1335.6488
3174,1806.2134
3175,1528.8798
3176,1827.8029
3177,2408.8306
3178,2330.107
3179,2117.9353
3180,1394.1622
3181,2192.2598
3182,1165.4076
3183,2132.5945
3184,2043.0319
3185,1787.054
3186,1794.3
3187,2272.2578
3188,1491.252
3189,1552.2394
3190,1243.3885
3191,1952.8458
3192,2273.5159
3193,1231.5883
3194,1999.1985
3195,2161.001
3196,2118.83
3197,1640.0859
3198,2575.2385
3199,1685.9086
3200,1575.0503
3201,2136.3909
3202,1579.6466
3203,2297.7002
3204,2288.8384
3205,2309.8884
3206,1973.1074
3207,2181.0645
3208,2133.385
3209,2206.3176
3210,1353.5157
3211,2012.2736
3212,1718.0459
3213,2034.5048
3214,1532.4364
3215,2130.0327
3216,1129.2826
3217,1882.2139
3218,1757.5453
3219,1558.2311
3220,1815.2487
3221,2205.793
3222,1658.3444
3223,1670.3243
3224,2252.615
3225,1713.5806
3226,1379.4701
3227,1843.7886
3228,1258.9199
3229,1909.0747
3230,1486.9738
3231,1288.898
3232,1613.2712
3233,1603.3977
3234,2017.7446
3235,806.15027
3236,2142.178
3237,2061.8403
3238,2031.2059
3239,1338.7365
3240,1648.8844
3241,1072.3586
3242,2286.888
3243,1680.3732
3244,1710.5387
3245,1923.6606
3246,2231.1409
3247,1098.8494
3248,1857.199
3249,1396.3132
3250,1373.1229
3251,2252.3052
3252,1451.7762
3253,1512.7274
3254,2165.9597
3255,2123.2278
3256,1513.7954
3257,2323.5818
3258,1573.8508
3259,1877.2524
3260,1129.4596
3261,1902.1589
3262,2227.5684
3263,1778.6772
3264,1877.7352
3265,1541.9756
3266,1373.2006
3267,1292.8842
3268,1504.1094
3269,1996.0122
3270,2176.7954
3271,2247.6953
3272,2335.8303
3273,2488.214
3274,1231.7362
3275,1971.5822
3276,2242.7231
3277,1062.5686
3278,1027.4525
3279,2384.0427
3280,2218.2546
3281,2187.978
3282,1436.4728
3283,1935.705
3284,2121.892
3285,1925.0359
3286,1998.8629
3287,2075.9048
